preferredMaximumSubclassLimit	has domain in	aOntology
SeeAlso	is subclass of	Annotation
documentationProperty	has domain in	aOntology
hasOntologySyntax	has domain in	aOntology
aOntology	is subclass of	what has numberOfIndividuals of only xsd:integer
OntologyEngineeringMethodology	is subclass of	what has acronym of at most one rdfs:Literal
Class_Created	is subclass of	Created_Change
creationDate	range in	xsd:string
aOntology	is subclass of	what has version of only xsd:string
OntologyGroup	is subclass of	owl:Thing
OntologyEngineeringMethodology	is subclass of	what is developedBy of only Party
hasDomain	has domain in	aOntology
OntologyGroup	is subclass of	what has name of exactly one rdfs:Literal
institution	has domain in	Project
voteValue	range in	rdfs:Literal
subject	range in	rdfs:Literal
VirtualOntology	is subclass of	what has id of exactly one rdfs:Literal
synonymProperty	range in	xsd:string
notes	range in	xsd:string
keyClasses	range in	xsd:string
SPARQL	has documentation in	"http://www.w3.org/TR/rdf-sparql-query/"^^xsd:string
subChanges	range in	Change
numberOfIndividuals	range in	xsd:integer
aOntology	is subclass of	what has description of only xsd:string
keywords	range in	xsd:string
mapping_metadata	range in	Mapping_Metadata
RVL	has documentation in	"http://www.ics.forth.gr/isl/publications/paperlink/iswc03.pdf"^^xsd:string
isBackwardCompatibleWith	has domain in	aOntology
usabilityReview	is subproperty of	reviewOnDimension
containsTBox	range in	xsd:boolean
LicenseModel	is subclass of	what has documentation of at most one rdfs:Literal
aOntology	is subclass of	what has expressiveness of only xsd:string
OntologyType	is subclass of	owl:Thing
Change	is subclass of	AnnotatableThing
externalReferences	range in	rdfs:Literal
OntologySyntax	is subclass of	what has description of at most one rdfs:Literal
OntologyEngineeringMethodology	is subclass of	what has description of at most one rdfs:Literal
LicenseModel	is subclass of	what has description of at most one rdfs:Literal
ViewDefinitionLanguage	is subclass of	what has name of only xsd:string
classesWithNoDocumentation	range in	xsd:string
BioPortalUser	is subclass of	Person
OntologyLanguage	is subclass of	what hasSyntax of only OntologySyntax
ViewDefinitionLanguage	is subclass of	what has name of exactly one rdfs:Literal
version	has domain in	aOntology
Frames	is an instance of	KnowledgeRepresentationParadigm
name	has domain in	ViewDefinitionLanguage or ViewGenerationEngine
INTELOpenSourceLicenseINTEL_OSL	is an instance of	LicenseModel
aOntology	is subclass of	what has name of at least one rdfs:Literal
OntologyEngineeringTool	is subclass of	what has description of at most one rdfs:Literal
specifiedBy	has domain in	KnowledgeRepresentationParadigm or LicenseModel
hasView	is inverse of	isViewOnOntologyVersion
country	has domain in	Location
usedKnowledgeRepresentationParadigm	range in	KnowledgeRepresentationParadigm
aOntology	is subclass of	what has expressiveness of at most one rdfs:Literal
Person	is subclass of	what has eMail of at least one rdfs:Literal
virtualViewOf	range in	VirtualOntology
aOntology	is subclass of	what isBackwardCompatibleWith of only aOntology
Person	is subclass of	what has lastName of only xsd:string
Comment	is subclass of	Annotation
modificationDate	has domain in	aOntology
usedOntologyEngineeringTool	range in	OntologyEngineeringTool
Organisation	is subclass of	Party
aOntology	is subclass of	what has usedOntologyEngineeringTool of only OntologyEngineeringTool
ViewGenerationEngine	is subclass of	what has name of only xsd:string
contributesToOntology	has domain in	Party
OntologySyntax	is subclass of	what is developedBy of only Party
aOntology	is subclass of	what has status of at most one rdfs:Literal
BioPortalUser	is subclass of	what has timestampCreation of exactly one rdfs:Literal
Virtuoso	is an instance of	ViewGenerationEngine
expressiveness	has domain in	aOntology
Pellet	is an instance of	ViewGenerationEngine
OntologyEngineeringTool	is subclass of	what has name of exactly one rdfs:Literal
naturalLanguage	has domain in	aOntology
username	has domain in	BioPortalUser
VirtualOntology	is subclass of	what has oboFoundryID of at most one rdfs:Literal
usedOntologyEngineeringMethodology	has domain in	aOntology
faxNumber	range in	xsd:string
resourceLocator	has domain in	aOntology
OntologyLanguage	is subclass of	what supportsRepresentationParadigm of only KnowledgeRepresentationParadigm
OntologyType	is subclass of	what has acronym of at most one rdfs:Literal
description	has domain in	FormalityLevel or KnowledgeRepresentationParadigm or LicenseModel or OntologyEngineeringMethodology or OntologyEngineeringTool or OntologyLanguage or OntologySyntax or OntologyTask or OntologyType or aOntology
LicenseModel	is subclass of	what has acronym of at most one rdfs:Literal
OntologyType	is subclass of	what has acronym of only xsd:string
Minimum_Value	is subclass of	Property_Change
keyClasses	has domain in	aOntology
aOntology	is subclass of	what has designedForOntologyTask of only OntologyTask
associatedProperty	range in	Ontology_Property
hasContactPerson	range in	Person
viewGenerationEngine	range in	ViewGenerationEngine
aOntology	is subclass of	what has synonymProperty of at most one rdfs:Literal
id	range in	xsd:int
AnnotatableThing	is subclass of	rdfs:Resource
Virtuoso	has documentation in	"http://virtuoso.openlinksw.com/dataspace/dav/wiki/Main/VOSSPARQL"^^xsd:string
component_source	range in	rdfs:Literal
isConsistentAccordingToReasoner	has domain in	aOntology
hasFormalityLevel	has domain in	aOntology
Question	is subclass of	Annotation
Vote	is subclass of	Annotation
target	range in	Ontology_Component or rdfs:Resource
ApplePublicSourceLicense_APSL	is an instance of	LicenseModel
ARQ-Language	is supported by	view generation engine Jena-ARQ
aOntology	is subclass of	what has naturalLanguage of only xsd:string
Individual_Created	is subclass of	Created_Change
aOntology	is subclass of	what has numberOfAxioms of exactly one rdfs:Literal
hasPriorVersion	range in	aOntology
aOntology	is subclass of	what isFoundry of exactly one rdfs:Literal
annotates	is inverse of	associatedAnnotations
Person	is subclass of	what has faxNumber of only xsd:string
SPARQL	is supported	by view generation engine Virtuoso
Taxonomy	is an instance of	FormalityLevel
OntologyEngineeringMethodology	is subclass of	what has name of only xsd:string
OntologySyntax	is subclass of	what has name of exactly one rdfs:Literal
Location	is subclass of	what has country of only xsd:string
Party	is subclass of	what isLocatedAt of only Location
inverse_of_annotates	range in	Annotation
Party	is subclass of	what specifiesLicense of only LicenseModel
FormalityLevel	is subclass of	what has description of at most one rdfs:Literal
DescriptionLogics	is an instance of	KnowledgeRepresentationParadigm
Individual_Change	is subclass of	Change
oboFoundryName	range in	xsd:string
ViewDefinitionLanguage	is subclass of	what has documentation of only xsd:string
OntologyEngineeringMethodology	is subclass of	what has name of exactly one rdfs:Literal
Annotation	is subclass of	AnnotatableThing
bOntology	is subclass of	AnnotatableThing
Person	is subclass of	what isContactPerson of only Organisation
OntologyDomain	is subclass of	what has name of exactly one rdfs:Literal
numberOfAxioms	range in	xsd:integer
aOntology	is subclass of	what has modificationDate of at most one rdfs:Literal
FiveStarsVoteProposal	is subclass of	VotingProposal
OntologySyntax	is subclass of	what has acronym of at most one rdfs:Literal
developesOntologyLanguage	range in	OntologyLanguage
internalVersionNumber	has domain in	aOntology
phoneNumber	has domain in	Person
hasContactName	range in	xsd:string
filePath	has domain in	aOntology
creationDate	has domain in	aOntology
isConsistentAccordingToReasoner	range in	xsd:boolean
QueryRewritingTask	is an instance of	OntologyTask
OntologyEngineeringTool	is subclass of	what has name of only xsd:string
modificationDate	range in	xsd:string
Person	is subclass of	Party
related	range in	rdfs:Literal
hasRoles	has domain in	BioPortalUser
SPARQL	is supported by	view generation engine Sesame-SPARQL_Engine
isIncompatibleWith	range in	aOntology
Ontology_Individual	is subclass of	Ontology_Component
developedBy	range in	Party
hasVersion	range in	aOntology
fileNames	has domain in	aOntology
numberOfIndividuals	has domain in	aOntology
